Gender,Country,SubscriptionType,ContractType,TenureMonths,MonthlyCharge,SupportTickets,DaysSinceLastLogin,PaymentFailures,Churn
Female,Egypt,Free,Annual,31,14.66,2,7,0,0
Female,USA,Free,Monthly,66,0.78,3,23,0,0
Male,Germany,Premium,Annual,68,70.38,1,37,0,1
Female,India,Basic,Monthly,65,37.06,3,8,1,1
Male,India,Premium,Monthly,55,71.62,2,23,0,0
Male,Canada,Basic,Annual,40,37.1,1,7,1,0
Male,Germany,Premium,Monthly,25,75.16,2,26,0,1
Female,Egypt,Free,Monthly,25,8.48,1,26,0,1
Female,India,Free,Monthly,3,12.53,0,3,1,1
Female,India,Premium,Monthly,69,71.29,2,24,0,1
Female,Canada,Premium,Annual,26,61.56,2,9,0,1
Female,UK,Premium,Annual,40,58.89,1,4,0,0
Female,Egypt,Basic,Annual,38,41.02,0,15,0,1
Female,USA,Free,Annual,38,0.68,0,13,0,1
Female,Germany,Basic,Monthly,68,21.83,0,33,0,0
Female,India,Free,Monthly,7,1.32,0,2,0,0
Male,India,Free,Monthly,30,7.19,1,34,0,0
Female,USA,Free,Monthly,19,10.93,2,2,2,1
Female,Egypt,Free,Monthly,35,8.5,1,5,1,1
Female,UK,Premium,Annual,33,87.29,0,16,1,0
Female,India,Basic,Monthly,33,27.48,3,14,0,0
Female,Egypt,Free,Monthly,38,10.27,0,99,2,1
Female,USA,Free,Monthly,10,13.99,2,20,0,0
Female,Canada,Basic,Annual,57,44.3,1,9,1,1
Female,UK,Basic,Annual,28,20.42,4,51,2,0
Female,Germany,Premium,Annual,38,83.91,0,8,0,1
Female,India,Premium,Monthly,16,91.95,6,7,0,1
Female,Egypt,Premium,Annual,21,85.97,1,15,0,1
Male,Canada,Premium,Monthly,6,94.85,2,54,1,1
Male,Germany,Basic,Annual,41,36.1,2,27,0,0
Female,Egypt,Free,Monthly,15,5.91,3,25,1,1
Female,Egypt,Free,Monthly,3,13.87,0,28,1,0
Male,Germany,Free,Monthly,43,12.72,2,24,0,1
Female,Canada,Free,Annual,47,5.65,0,31,0,0
Male,USA,Free,Monthly,14,8.61,4,5,0,1
Male,Canada,Free,Annual,66,0.41,3,4,1,0
Male,UK,Free,Monthly,29,3.95,2,10,2,0
Male,India,Basic,Monthly,4,23.35,1,42,1,1
Male,Germany,Free,Monthly,26,10.17,3,28,1,0
Female,USA,Free,Monthly,12,5.3,2,18,1,1
Male,Germany,Free,Monthly,2,12.13,1,0,1,1
Female,Germany,Basic,Monthly,17,32.68,3,6,0,1
Female,Canada,Premium,Annual,35,77.66,1,36,0,0
Male,India,Basic,Monthly,10,32.34,2,6,0,0
Male,UK,Free,Annual,43,5.11,2,29,0,0
Female,Egypt,Premium,Monthly,21,66.66,1,4,1,1
Male,Egypt,Free,Annual,15,10.45,2,21,2,1
Male,Germany,Basic,Monthly,35,23.99,2,22,0,1
Female,India,Free,Monthly,60,7.66,3,31,1,1
Female,USA,Free,Monthly,44,2.39,1,13,0,1
Male,Canada,Premium,Monthly,5,77.47,6,22,0,1
Female,India,Premium,Annual,18,80.27,0,15,1,1
Male,India,Free,Monthly,21,13.87,0,65,0,1
Male,Canada,Free,Monthly,72,12.25,1,16,0,1
Male,Germany,Basic,Annual,51,25.59,0,5,0,0
Female,India,Basic,Monthly,41,47.8,1,24,0,0
Female,Egypt,Free,Annual,24,1.24,0,17,1,0
Female,Canada,Free,Monthly,24,1.53,1,36,1,1
Female,USA,Free,Annual,38,7.05,1,4,0,0
Female,UK,Basic,Monthly,44,21.69,1,7,0,0
Male,Germany,Basic,Monthly,57,32.98,3,56,1,1
Male,Canada,Free,Monthly,59,9.64,1,59,0,1
Male,UK,Basic,Annual,34,36.62,4,13,0,0
Male,UK,Premium,Monthly,23,53.55,3,1,1,1
Female,USA,Basic,Monthly,43,29.8,2,8,0,0
Male,India,Free,Annual,40,3.08,3,6,0,1
Female,USA,Premium,Annual,47,65.2,0,12,0,0
Male,India,Basic,Annual,41,44.64,0,8,0,0
Female,India,Free,Annual,47,8.06,2,39,0,0
Female,Canada,Basic,Monthly,20,26.88,2,0,0,1
Male,Canada,Free,Monthly,65,0.88,1,23,0,0
Male,Germany,Free,Annual,68,8.82,3,24,1,0
Male,India,Free,Annual,24,8.43,1,24,0,0
Male,UK,Free,Monthly,36,9.91,1,16,0,0
Female,Egypt,Premium,Monthly,45,84.95,1,21,1,1
Male,Germany,Basic,Annual,2,26.53,0,37,1,1
Male,Canada,Basic,Monthly,28,44.71,2,34,1,1
Female,USA,Premium,Monthly,26,85.83,2,1,0,1
Male,Germany,Free,Monthly,23,5.81,2,1,1,1
Male,Germany,Premium,Monthly,36,84.43,5,40,1,1
Male,Germany,Free,Annual,6,8.3,2,19,0,1
Male,Germany,Premium,Monthly,35,66.78,1,69,2,1
Male,Egypt,Free,Annual,38,2.8,1,12,0,1
Female,USA,Premium,Monthly,35,94.76,6,4,1,1
Male,USA,Premium,Monthly,53,69.23,2,14,0,0
Male,USA,Free,Annual,38,13.02,1,13,0,0
Male,India,Basic,Monthly,59,46.51,1,16,1,0
Male,UK,Basic,Monthly,43,40.58,3,36,1,1
Male,USA,Basic,Monthly,4,28.04,3,23,0,1
Female,Germany,Basic,Monthly,5,23.69,0,5,0,1
Male,Germany,Basic,Monthly,68,31.46,0,29,0,0
Female,USA,Free,Annual,45,14.8,2,20,0,0
Female,USA,Free,Annual,25,6.47,0,19,0,0
Male,Germany,Free,Annual,11,4.59,3,25,0,1
Male,India,Free,Monthly,29,5.48,0,18,0,0
Male,Canada,Basic,Monthly,34,49.7,1,13,0,0
Male,Canada,Basic,Monthly,14,40.3,2,22,0,1
Female,USA,Basic,Monthly,24,47.03,1,28,0,1
Male,Egypt,Free,Monthly,59,4.75,1,6,0,1
Male,USA,Basic,Monthly,39,36.19,2,15,0,1
Male,USA,Basic,Annual,26,24.46,2,13,0,1
Male,Canada,Free,Monthly,43,11.14,0,1,0,0
Male,Germany,Premium,Monthly,36,78.31,0,40,1,1
Male,USA,Basic,Annual,39,46.12,1,10,2,1
Female,Germany,Free,Monthly,61,1.49,2,2,1,1
Female,Germany,Free,Annual,16,4.6,0,13,1,1
Male,Egypt,Premium,Annual,59,89.85,1,4,0,0
Male,Germany,Premium,Annual,6,88.72,0,27,0,1
Male,Canada,Basic,Monthly,56,38.31,2,19,0,1
Female,India,Basic,Annual,8,27.91,1,7,1,0
Male,India,Premium,Monthly,27,52.71,3,66,0,1
Female,UK,Free,Annual,71,13.57,2,8,0,0
Male,USA,Free,Monthly,27,1.28,2,18,1,1
Male,Canada,Free,Monthly,46,3.25,2,36,0,1
Male,Germany,Free,Monthly,41,12.67,1,16,1,1
Male,India,Premium,Monthly,25,72.48,0,71,2,1
Female,Canada,Premium,Annual,18,90.58,0,41,0,0
Female,India,Premium,Annual,12,76.68,1,56,0,1
Male,Germany,Basic,Annual,51,38.08,2,10,0,0
Male,India,Premium,Monthly,39,66.6,1,17,1,0
Female,USA,Basic,Annual,10,35.15,1,40,1,1
Female,USA,Basic,Monthly,54,48.55,1,51,1,1
Female,UK,Premium,Annual,29,70.29,2,64,0,0
Female,UK,Basic,Annual,41,38.52,2,46,0,0
Male,India,Basic,Monthly,9,37.24,4,29,0,1
Female,Canada,Basic,Annual,63,25.39,3,1,0,0
Male,USA,Premium,Monthly,37,88.05,1,8,0,1
Female,Canada,Free,Monthly,14,5.82,2,3,0,1
Female,Canada,Free,Monthly,72,4.16,1,4,0,0
Female,India,Basic,Monthly,39,27.27,0,8,0,0
Female,Canada,Premium,Annual,40,97.71,1,2,1,0
Female,USA,Premium,Monthly,54,79.91,1,6,2,1
Male,Germany,Basic,Monthly,3,43.68,0,69,0,1
Male,UK,Free,Monthly,55,9.05,0,8,0,1
Female,Germany,Basic,Annual,33,38.25,1,4,0,0
Female,Canada,Premium,Annual,71,97.47,2,28,0,0
Male,Germany,Free,Annual,19,3.11,1,39,0,0
Female,USA,Premium,Annual,34,98.77,1,8,0,0
Female,USA,Basic,Monthly,50,24.94,4,7,0,1
Male,Canada,Premium,Monthly,47,69.15,0,6,0,1
Female,India,Premium,Monthly,46,91.85,2,11,1,1
Female,Germany,Free,Monthly,56,11.01,2,2,0,0
Male,India,Premium,Annual,57,89.66,1,24,0,0
Male,India,Free,Monthly,51,7.94,0,38,0,1
Male,Egypt,Basic,Annual,54,21.8,1,24,0,0
Female,Canada,Free,Monthly,28,5.08,4,12,0,1
Male,UK,Premium,Monthly,19,92.41,0,8,0,0
Male,USA,Free,Monthly,27,5.09,0,12,0,1
Male,USA,Basic,Annual,48,31.24,3,12,0,1
Male,Canada,Free,Annual,19,9.49,1,24,0,0
Male,UK,Basic,Annual,51,45.59,2,58,0,0
Male,USA,Free,Monthly,7,4.09,3,2,1,1
Female,Canada,Free,Annual,29,7.61,2,67,0,0
Female,USA,Premium,Monthly,43,85.95,2,53,0,1
Male,India,Basic,Monthly,69,32.07,2,3,0,0
Male,Germany,Free,Annual,58,6.47,4,4,1,0
Male,Germany,Basic,Monthly,8,30.84,1,8,0,0
Female,USA,Basic,Annual,42,40.79,0,18,0,0
Female,Egypt,Premium,Monthly,42,94.46,3,3,3,1
Female,UK,Premium,Monthly,13,65.6,0,5,1,1
Female,UK,Free,Annual,26,14.22,1,51,0,1
Female,UK,Premium,Monthly,18,82.49,3,3,2,1
Female,India,Premium,Annual,42,84.21,2,11,1,0
Female,UK,Premium,Monthly,51,77.68,0,32,0,0
Female,Germany,Basic,Annual,16,40.66,0,48,1,0
Female,India,Premium,Monthly,3,76.19,3,9,0,1
Male,Canada,Free,Monthly,45,4.32,2,4,0,0
Male,UK,Basic,Monthly,22,32.41,4,29,0,1
Male,UK,Basic,Monthly,23,31.2,2,33,0,1
Male,Canada,Free,Annual,59,2.8,2,86,0,0
Female,UK,Basic,Monthly,62,21.91,1,3,1,1
Female,Canada,Basic,Monthly,68,46.27,1,27,0,0
Male,India,Basic,Monthly,54,44.76,0,12,1,1
Female,Germany,Premium,Monthly,57,98.66,1,54,0,1
Male,Canada,Premium,Annual,23,64.33,1,12,0,0
Female,Egypt,Basic,Annual,60,47.97,2,13,0,0
Male,Canada,Premium,Monthly,55,91.74,1,3,1,1
Female,UK,Premium,Annual,63,70.96,2,9,0,0
Female,India,Premium,Monthly,56,71.07,0,11,0,1
Male,USA,Basic,Monthly,55,35.7,2,0,0,1
Female,India,Free,Annual,25,2.15,1,13,1,0
Male,USA,Premium,Monthly,26,66.33,2,9,0,0
Male,Canada,Free,Annual,49,2.62,0,36,1,0
Male,Germany,Basic,Annual,63,47.23,1,2,1,0
Male,Egypt,Free,Monthly,45,5.63,2,31,0,0
Female,India,Free,Annual,39,6.71,4,28,0,0
Female,UK,Free,Annual,65,11.85,3,6,1,0
Female,USA,Basic,Monthly,69,38.99,0,2,1,0
Male,UK,Basic,Annual,56,44.11,2,41,0,0
Female,Germany,Premium,Monthly,9,90.33,2,6,0,1
Male,USA,Premium,Annual,70,95.18,2,3,1,0
Female,India,Basic,Annual,28,41.23,1,10,0,0
Female,Canada,Premium,Monthly,45,61.75,2,11,0,1
Female,UK,Basic,Monthly,26,44.51,0,9,0,0
Male,Germany,Free,Annual,28,12.36,3,82,0,1
Female,India,Premium,Monthly,40,58.45,2,47,0,1
Female,India,Premium,Monthly,15,74.97,0,45,0,0
Male,India,Premium,Monthly,6,86.26,1,11,0,1
Female,India,Basic,Monthly,27,22.92,5,72,1,1
Male,USA,Premium,Monthly,38,81.71,1,25,2,1
Female,India,Basic,Monthly,68,39.89,1,39,0,1
Male,UK,Premium,Monthly,64,63.09,3,15,0,0
Male,Germany,Premium,Annual,30,84.66,2,4,0,0
Female,USA,Free,Monthly,3,9.73,3,48,0,1
Male,India,Basic,Monthly,62,31.64,1,15,0,1
Male,Egypt,Premium,Monthly,12,64.04,1,76,0,1
Male,Egypt,Basic,Monthly,30,24.88,1,6,0,1
Male,Germany,Basic,Monthly,38,46.48,0,107,0,1
Male,Canada,Premium,Monthly,60,91.55,1,6,1,1
Male,Canada,Free,Monthly,38,2.66,2,10,0,0
Female,USA,Premium,Annual,15,96.75,1,20,0,1
Male,USA,Free,Annual,18,0.3,2,26,0,1
Male,USA,Basic,Annual,52,43.9,1,28,0,1
Female,Canada,Premium,Annual,29,71.92,0,14,0,0
Female,Egypt,Free,Annual,60,11.21,2,2,0,0
Female,Canada,Basic,Monthly,21,29.39,1,15,0,1
Female,UK,Premium,Annual,17,89.17,2,9,0,1
Female,India,Free,Monthly,18,1.48,2,24,0,1
Female,USA,Free,Annual,57,6.5,0,4,1,0
Female,Egypt,Free,Annual,37,1.89,1,11,0,0
Male,Germany,Premium,Monthly,60,58.86,0,74,0,0
Male,Germany,Premium,Monthly,38,52.78,3,2,0,1
Female,India,Premium,Monthly,12,92.52,3,20,0,1
Male,Egypt,Basic,Annual,1,43.9,2,2,0,0
Male,Canada,Premium,Annual,58,56.43,2,4,1,0
Male,Canada,Free,Annual,3,13.92,3,20,0,1
Female,UK,Free,Monthly,63,5.21,0,13,0,0
Female,UK,Free,Annual,21,4.94,1,17,0,0
Male,Canada,Premium,Monthly,23,64.12,2,47,1,1
Female,Germany,Premium,Annual,9,93.3,1,37,1,0
Male,USA,Basic,Monthly,55,45.92,2,48,0,0
Male,Germany,Free,Monthly,19,12.48,0,21,1,1
Male,UK,Premium,Monthly,62,53.18,0,15,0,0
Male,India,Basic,Annual,39,28.83,1,14,4,0
Female,Canada,Premium,Annual,27,83.84,3,30,0,1
Female,UK,Free,Monthly,46,0.58,2,16,1,0
Female,UK,Free,Monthly,34,2.75,0,2,0,0
Male,USA,Basic,Annual,33,38.03,1,3,0,1
Female,Canada,Basic,Monthly,50,29.07,2,10,1,1
Male,USA,Premium,Annual,20,69.0,1,2,1,1
Female,Canada,Basic,Monthly,40,42.96,0,6,0,0
Male,USA,Premium,Monthly,58,71.59,2,24,0,0
Male,Germany,Free,Annual,31,3.72,2,0,0,0
Male,India,Basic,Annual,38,20.34,1,20,1,0
Female,India,Basic,Monthly,45,38.63,2,33,0,0
Female,Canada,Free,Monthly,41,12.15,3,4,0,1
Female,Egypt,Premium,Annual,9,97.6,7,4,2,1
Female,UK,Free,Monthly,9,12.36,3,1,0,1
Male,UK,Free,Annual,63,8.32,1,16,0,0
Female,Canada,Basic,Monthly,22,42.5,1,23,0,0
Female,USA,Free,Monthly,16,2.97,2,13,0,1
Male,Egypt,Free,Annual,32,5.46,1,11,2,1
Male,Germany,Premium,Annual,66,79.52,2,13,1,0
Male,USA,Free,Monthly,14,6.71,3,33,0,1
Female,USA,Free,Annual,38,14.01,1,1,0,1
Male,Canada,Basic,Monthly,8,46.71,0,34,0,1
Male,Canada,Premium,Monthly,21,88.29,0,24,0,1
Male,UK,Basic,Annual,56,29.33,0,6,0,0
Female,Canada,Basic,Annual,46,47.48,2,16,2,0
Male,Canada,Free,Annual,43,3.46,2,1,0,0
Female,Canada,Free,Monthly,46,11.87,2,11,0,1
Female,UK,Free,Monthly,48,8.87,2,4,0,0
Male,Germany,Free,Monthly,70,3.45,1,0,1,0
Male,Germany,Premium,Monthly,31,64.66,1,10,0,1
Female,Canada,Basic,Annual,33,21.0,1,28,0,0
Male,UK,Premium,Monthly,44,93.84,2,56,1,1
Male,Germany,Free,Annual,71,0.48,0,24,1,0
Female,USA,Free,Monthly,8,13.44,3,11,0,1
Female,Germany,Free,Monthly,2,9.78,1,167,0,1
Male,Germany,Basic,Monthly,17,46.16,3,7,1,1
Female,UK,Premium,Monthly,52,89.42,3,5,0,0
Male,USA,Free,Monthly,45,9.42,1,14,0,0
Male,UK,Basic,Annual,37,20.1,1,15,0,0
Male,Canada,Free,Monthly,42,8.06,0,10,2,0
Female,India,Premium,Annual,44,57.23,3,26,0,1
Male,Germany,Free,Monthly,38,8.34,2,4,0,1
Male,India,Premium,Annual,6,62.32,1,16,2,1
Male,UK,Basic,Monthly,68,31.47,1,15,1,0
Female,UK,Basic,Annual,51,20.75,0,38,0,0
Female,UK,Basic,Monthly,35,42.91,0,58,0,0
Female,India,Free,Annual,58,12.2,2,24,0,0
Female,UK,Basic,Annual,57,27.13,1,8,1,0
Female,Canada,Basic,Monthly,6,32.87,2,26,0,1
Male,UK,Premium,Monthly,13,78.07,1,6,1,1
Female,Egypt,Premium,Monthly,59,91.6,2,75,1,1
Female,India,Premium,Annual,30,50.24,0,38,1,0
Female,Egypt,Basic,Monthly,2,35.7,1,12,0,1
Male,UK,Basic,Monthly,58,42.04,0,34,0,0
Female,Canada,Basic,Monthly,36,36.6,2,12,0,0
Female,Germany,Premium,Monthly,72,85.14,2,2,1,1
Male,USA,Premium,Annual,45,66.01,2,27,0,1
Female,USA,Free,Monthly,9,9.84,1,11,0,1
Male,UK,Basic,Annual,65,37.69,5,59,0,0
Male,Canada,Free,Annual,50,5.49,2,8,0,1
Male,India,Basic,Monthly,32,45.35,0,41,0,0
Male,Egypt,Free,Annual,43,8.31,0,25,0,0
Male,Egypt,Free,Monthly,54,14.07,1,42,0,0
Female,Egypt,Premium,Annual,47,78.64,0,8,0,0
Male,India,Basic,Monthly,14,48.97,1,14,0,1
Male,USA,Basic,Annual,48,28.45,2,38,1,0
Female,Canada,Premium,Monthly,55,82.48,1,23,0,1
Male,India,Basic,Monthly,29,32.32,1,10,0,0
Female,Egypt,Basic,Monthly,47,31.58,1,16,0,0
Female,UK,Basic,Monthly,63,41.03,1,122,1,1
Female,Germany,Basic,Annual,19,20.3,0,30,2,0
Male,India,Free,Monthly,9,10.3,1,21,0,1
Male,India,Premium,Annual,37,73.04,3,39,0,0
Male,Canada,Basic,Monthly,52,46.04,3,13,1,0
Female,Canada,Free,Annual,57,10.41,1,66,0,0
Male,India,Free,Monthly,28,11.52,4,18,0,1
Male,Egypt,Free,Monthly,36,13.43,2,9,0,1
Male,Germany,Premium,Monthly,64,93.34,1,2,0,0
Female,Canada,Premium,Annual,18,63.13,1,10,0,1
Female,Egypt,Basic,Monthly,35,27.39,0,18,0,1
Male,UK,Premium,Annual,68,50.9,1,27,0,0
Male,Canada,Free,Annual,39,10.5,2,46,0,1
Male,Egypt,Premium,Monthly,8,57.37,3,63,0,1
Male,Egypt,Free,Annual,15,1.07,2,2,0,0
Female,Germany,Premium,Monthly,7,94.84,2,20,0,1
Female,Germany,Premium,Monthly,17,95.57,1,24,1,1
Female,UK,Basic,Annual,64,42.95,2,4,0,0
Female,Egypt,Free,Annual,12,7.15,1,17,0,0
Male,USA,Premium,Annual,56,74.59,3,9,0,1
Male,Egypt,Premium,Monthly,46,76.5,0,2,1,0
Male,Germany,Basic,Monthly,47,34.98,2,1,1,1
Female,USA,Premium,Monthly,16,56.85,2,31,0,1
Male,Canada,Basic,Annual,69,22.34,0,21,1,0
Female,Canada,Basic,Monthly,2,46.77,1,28,0,1
Female,India,Free,Annual,54,11.56,2,25,1,1
Male,Germany,Basic,Monthly,27,21.92,5,3,0,1
Male,India,Premium,Monthly,31,63.83,1,4,0,0
Male,USA,Basic,Monthly,41,45.38,1,6,2,1
Female,Germany,Premium,Monthly,36,72.96,0,11,1,0
Male,UK,Basic,Monthly,47,43.49,0,62,0,0
Female,Egypt,Basic,Annual,43,45.09,0,25,0,0
Male,UK,Basic,Annual,65,33.63,2,6,1,0
Female,USA,Basic,Monthly,50,37.73,1,1,0,1
Female,Germany,Basic,Monthly,1,36.02,1,25,0,1
Male,USA,Basic,Monthly,72,48.18,0,22,2,1
Female,Egypt,Free,Annual,57,7.37,0,25,0,0
Female,Canada,Basic,Monthly,16,47.76,1,7,1,1
Male,Canada,Free,Annual,28,11.54,5,16,1,1
Female,USA,Free,Monthly,22,5.91,0,10,2,1
Male,India,Premium,Monthly,41,96.35,2,37,2,1
Female,Germany,Premium,Annual,19,75.19,3,2,1,1
Male,Germany,Free,Monthly,50,5.66,2,7,0,0
Male,Canada,Basic,Monthly,59,29.81,0,20,0,1
Female,UK,Basic,Monthly,69,23.85,3,5,0,0
Female,Egypt,Premium,Monthly,34,61.14,3,25,1,1
Female,UK,Basic,Monthly,39,33.43,2,3,1,1
Female,UK,Basic,Annual,7,24.92,3,1,0,0
Female,USA,Basic,Annual,52,30.38,3,44,0,0
Male,Canada,Basic,Monthly,60,44.6,1,9,0,0
Female,Canada,Basic,Annual,52,31.52,2,4,0,0
Male,Canada,Premium,Monthly,24,83.65,2,4,0,1
Male,USA,Basic,Monthly,26,35.06,0,48,2,1
Female,India,Free,Monthly,10,9.28,2,23,1,1
Male,UK,Basic,Monthly,17,24.68,4,69,0,1
Male,USA,Basic,Monthly,2,47.61,3,35,0,1
Male,Germany,Premium,Annual,27,98.9,3,32,1,1
Male,Egypt,Basic,Monthly,71,28.13,1,15,0,1
Female,India,Premium,Monthly,48,52.99,2,38,0,0
Male,Germany,Free,Monthly,9,8.92,0,12,0,1
Female,UK,Basic,Annual,23,43.48,2,39,0,1
Female,Canada,Premium,Annual,71,84.1,4,31,0,1
Male,UK,Basic,Monthly,27,31.42,0,25,0,1
Female,USA,Premium,Monthly,71,75.15,4,9,0,1
Female,Egypt,Basic,Monthly,43,45.67,3,22,0,0
Female,USA,Premium,Monthly,7,85.43,1,16,0,1
Male,India,Basic,Monthly,63,37.44,1,14,0,0
Female,India,Free,Monthly,44,0.78,2,102,1,1
Female,Egypt,Premium,Monthly,39,67.41,2,15,1,1
Female,Germany,Premium,Monthly,40,81.1,1,1,0,1
Male,Germany,Premium,Monthly,7,98.32,2,22,0,1
Female,India,Premium,Annual,70,68.58,2,29,0,0
Male,India,Premium,Annual,25,51.61,2,48,0,0
Male,Canada,Basic,Monthly,59,25.06,0,22,0,1
Male,Germany,Basic,Monthly,13,20.49,2,0,0,0
Male,Egypt,Basic,Monthly,62,45.3,3,3,0,0
Male,Germany,Free,Monthly,8,13.14,4,4,0,1
Male,Canada,Free,Annual,45,8.58,0,5,1,0
Female,USA,Free,Monthly,18,2.88,2,35,3,1
Male,India,Basic,Annual,60,47.79,4,8,0,0
Female,India,Free,Annual,60,0.51,0,8,1,0
Female,Canada,Basic,Monthly,2,41.74,4,31,0,1
Male,Egypt,Basic,Monthly,66,29.03,1,12,0,0
Female,India,Free,Monthly,14,8.69,1,1,0,1
Female,UK,Premium,Monthly,48,59.57,1,19,1,1
Female,India,Premium,Monthly,56,57.78,4,3,1,1
Female,UK,Free,Monthly,12,4.19,0,19,0,1
Male,Canada,Basic,Annual,55,35.14,2,33,0,0
Female,Canada,Free,Monthly,28,7.46,0,58,0,0
Male,India,Basic,Monthly,4,22.24,1,2,0,1
Female,Germany,Free,Annual,36,6.66,3,8,0,1
Female,UK,Free,Annual,50,9.92,0,23,0,0
Male,Egypt,Basic,Monthly,3,29.32,3,8,0,1
Female,India,Basic,Annual,1,37.42,2,13,2,1
Female,Egypt,Premium,Monthly,17,60.43,1,0,0,1
Female,India,Premium,Monthly,71,67.16,1,26,2,0
Male,Germany,Free,Monthly,62,11.77,0,47,0,0
Female,Germany,Basic,Monthly,48,25.37,1,83,0,0
Male,Germany,Basic,Annual,62,34.78,1,39,0,0
Female,USA,Free,Annual,69,10.54,0,1,0,0
Male,Germany,Premium,Annual,19,82.63,0,23,0,0
Male,Canada,Basic,Monthly,34,44.02,0,15,1,1
Female,Canada,Premium,Monthly,49,66.59,1,61,1,1
Female,USA,Basic,Monthly,47,21.89,1,51,0,0
Male,UK,Premium,Monthly,50,93.58,1,97,0,1
Male,Egypt,Free,Annual,26,10.0,3,44,0,0
Female,India,Premium,Annual,56,67.67,2,17,1,1
Male,India,Basic,Monthly,14,37.17,2,28,3,1
Female,USA,Free,Monthly,25,4.81,5,74,0,1
Female,Canada,Basic,Monthly,4,36.59,1,19,0,0
Female,India,Basic,Monthly,32,37.27,1,40,0,0
Female,Canada,Premium,Monthly,65,71.71,0,63,1,0
Male,UK,Premium,Monthly,61,62.77,2,19,1,0
Female,Egypt,Premium,Monthly,20,60.84,1,4,1,1
Male,UK,Free,Monthly,10,7.63,1,4,0,1
Female,USA,Premium,Monthly,34,81.54,2,3,0,1
Male,Germany,Basic,Monthly,61,37.45,2,14,1,1
Female,Germany,Basic,Annual,27,27.23,2,14,0,0
Male,Germany,Basic,Monthly,40,33.39,1,21,0,0
Male,UK,Free,Annual,65,0.59,1,15,0,0
Female,India,Free,Monthly,33,14.19,1,80,0,0
Female,Egypt,Basic,Monthly,68,29.62,3,8,0,0
Female,Germany,Free,Monthly,71,14.14,3,46,1,0
Female,USA,Premium,Monthly,9,60.08,3,2,1,1
Male,USA,Free,Annual,16,10.52,2,20,0,0
Female,Germany,Basic,Monthly,5,35.67,0,23,1,0
Male,Germany,Basic,Annual,23,36.6,4,33,1,1
Male,Egypt,Basic,Annual,43,48.25,2,15,1,1
Female,Germany,Basic,Monthly,57,47.63,2,5,0,1
Male,Egypt,Free,Monthly,51,14.87,3,10,1,0
Male,USA,Free,Annual,13,6.33,2,7,1,1
Male,Germany,Free,Monthly,24,1.97,4,12,0,1
Male,UK,Free,Annual,11,14.54,2,17,0,0
Female,UK,Premium,Monthly,52,82.24,5,22,0,1
Female,USA,Basic,Monthly,17,37.34,3,41,1,1
Female,Egypt,Free,Monthly,37,12.97,2,53,0,1
Female,UK,Premium,Monthly,13,53.49,0,14,0,1
Male,Egypt,Basic,Annual,62,34.17,1,2,0,0
Male,UK,Basic,Monthly,8,31.81,1,35,0,1
Female,UK,Premium,Annual,56,55.51,1,14,0,0
Female,Egypt,Basic,Monthly,70,32.72,1,17,0,0
Female,India,Free,Monthly,44,0.81,4,20,0,1
Male,UK,Basic,Monthly,60,29.82,1,24,1,1
Female,Germany,Free,Monthly,41,9.93,2,49,0,1
Female,USA,Basic,Monthly,21,31.05,0,67,0,1
Female,India,Basic,Monthly,42,35.8,3,62,1,1
Male,Egypt,Free,Annual,29,1.97,2,36,1,1
Male,India,Basic,Monthly,65,35.82,1,48,0,0
Male,Canada,Free,Monthly,17,13.5,1,1,0,1
Male,Canada,Basic,Annual,30,35.71,2,42,1,0
Male,UK,Basic,Annual,26,23.42,1,2,0,1
Male,UK,Basic,Monthly,53,23.9,1,30,0,0
Male,Germany,Basic,Monthly,19,40.82,2,4,0,0
Male,USA,Premium,Annual,53,82.57,1,10,0,0
Female,India,Basic,Monthly,17,41.77,1,4,0,1
Female,Canada,Free,Monthly,46,2.13,1,13,0,0
Male,UK,Basic,Monthly,53,32.09,1,12,1,1
Male,USA,Basic,Annual,64,20.08,2,1,0,1
Female,India,Premium,Monthly,45,97.59,2,39,0,0
Male,UK,Basic,Annual,49,25.8,1,42,2,0
Male,UK,Premium,Monthly,19,80.8,2,34,0,1
Male,Canada,Basic,Annual,71,23.13,4,41,0,1
Female,Canada,Premium,Monthly,65,91.55,1,31,0,1
Female,UK,Free,Monthly,37,7.26,4,61,1,1
Female,Egypt,Premium,Annual,70,63.06,0,19,0,0
Female,UK,Free,Monthly,26,14.31,2,19,1,0
Female,USA,Free,Monthly,2,3.45,1,43,2,1
Male,UK,Basic,Monthly,59,21.26,1,9,0,0
Female,Germany,Basic,Monthly,5,31.87,1,1,0,1
Male,Germany,Premium,Monthly,37,93.09,2,30,0,1
Male,Germany,Basic,Annual,31,41.98,0,6,0,0
Female,Egypt,Free,Monthly,48,9.18,2,14,1,1
Female,Egypt,Premium,Monthly,6,64.46,3,6,1,1
Male,UK,Basic,Monthly,15,26.64,1,39,1,1
Male,Germany,Premium,Annual,15,83.29,1,70,0,1
Male,Egypt,Premium,Annual,61,63.62,1,1,2,1
Female,Canada,Free,Monthly,16,1.49,3,6,1,1
Female,UK,Premium,Monthly,20,55.2,1,5,0,1
Female,USA,Basic,Annual,44,35.73,3,25,0,0
Female,India,Basic,Monthly,42,28.08,2,12,0,1
Female,UK,Free,Annual,46,13.29,1,13,0,0
